Primary Category,Secondary Category,Tertiary Category,Merchant Name,Include Regex,Exclude Regex
Shopping,Clothing & Fashion,Sporting Goods Retailers,Rebel Sports,\brebel(\s?sport)?\b,petrol|fuel
Shopping,Clothing & Fashion,Sporting Goods Retailers,Skin Ski Surf,rip\s?curl,rip\s?curl\s?school|\bfinance\b
Shopping,Clothing & Fashion,Sporting Goods Retailers,Sporting Goods Retailers,skin\sski\sand\ssurf,
Shopping,Clothing & Fashion,Sporting Goods Retailers,Sporting Goods Retailers,\bsport(s)?directcom\b,
Shopping,Clothing & Fashion,Sporting Goods Retailers,Sporting Goods Retailers,sportspower,
Shopping,Clothing & Fashion,Sporting Goods Retailers,Sporting Goods Retailers,\bwod\slife\b,
Shopping,Clothing & Fashion,Sporting Goods Retailers,Sporting Goods Retailers,wildfire\ssport(s)?,
Shopping,Clothing & Fashion,"Used, Vintage & Consignment Clothing Retailers",Scavenger,scavenger,\bhunt\b|\bcharity\b
Unavoidables,Courses and Tertiary Education,Adult Education,Adult Education,\bcpa\b|\bcpaaustrali\b,heavitree gap cpa
Unavoidables,Courses and Tertiary Education,Adult Education,Adult Education,\belearning\b,\btennis\b|ballet|swim|music|kids|appliance|dance|weightloss
Unavoidables,Courses and Tertiary Education,Adult Education,Adult Education,\bmoney(\s)?mentor\b,
Unavoidables,Courses and Tertiary Education,Adult Education,Adult Education,\budemy\b,
Unavoidables,Courses and Tertiary Education,Adult Education,Adult Education,\bvideofruit,
Unavoidables,Courses and Tertiary Education,Art Schools,Art Schools,\bart.*school,
Unavoidables,Courses and Tertiary Education,Art Schools,Art Schools,make\syour\smark\sart,
Unavoidables,Courses and Tertiary Education,Colleges,Colleges,\baecc\sglobal\b,
Unavoidables,Courses and Tertiary Education,Colleges,Colleges,\bcollege\b|\bschool\sof\smakeup\b,\btennis\b|gym|carpark|ballet|swim|music|appliance|dance |\btennis\b|gym|carpark|ballet|swim|music|appliance|dance
Unavoidables,Courses and Tertiary Education,Colleges,Colleges,sfs\snmit,
Unavoidables,Courses and Tertiary Education,Colleges,Colleges,open\scolleges|opencolle,
Unavoidables,Courses and Tertiary Education,Language Schools,Language Schools,\bkaplan\b,
Unavoidables,Courses and Tertiary Education,Music Schools,Music Schools,music.*scho|music.*academ,\bprimary\s?school\b
Unavoidables,Courses and Tertiary Education,Music Schools,Music Schools,musicnotes\b,
Unavoidables,Courses and Tertiary Education,Other Courses,Other Courses,general\s?assembly,
Unavoidables,Courses and Tertiary Education,Other Courses,Other Courses,training|\bcourse\b|\beducation\b|\blearning\b|\bacademy\b|\bstudy\b|clinic\scours|migrtn\s?&edu|tuition|\bworking\b|\bstudying\b,personal\straining|dog|\btennis\b|\bdept\sof\seducation\b|ballet|music|dance|swim|\bnetball\b|first.*aid
Unavoidables,Courses and Tertiary Education,Universities,Universities,deakin tuition fee,
Unavoidables,Courses and Tertiary Education,Universities,Universities,deakin.*(\buni|uni\b)|\bdeakinuniversity\b,atm\s?(op|w(ith)?d).*fee|book\s?shop
Shopping,Department Stores,Department Stores,Big W,\bbig\s?w\b,
Shopping,Department Stores,Department Stores,David Jones,david\sjo\s?nes,\bdavid\s?jones\s?amex\b|\bdavid\so\sjones\b
Shopping,Department Stores,Department Stores,Deals Direct,\bdeal\sdirect\b,
Shopping,Department Stores,Department Stores,Harris Scarfe,\bharris\s?s\s?carfe\b,
Shopping,Department Stores,Department Stores,Koorong,\bkoorongbook\b,
Shopping,Department Stores,Department Stores,Marks Specer,\bmarks.*spencer.*,
Shopping,Department Stores,Department Stores,Myer,\bmyer\b|myerptyltd,\bmyer\scentre\b|\bmyer\scn?tr\b|\bevent\b|\bsubway\b|\bcar\s?park\b|\bmcdonalds\b|\bcoles\b|\bzarr?affas\b|\bgloria\b|\bjamaica\s?blue\b|\brooster\b|\bbody\s?shop\b|\bbrunetti\b|\bstarbucks\b|\bsml\s?atm\b|\bmyer\s?card\b|\bmyer\s?visa\b
Shopping,Department Stores,Department Stores,Mytopia,mytopia\b,
Shopping,Department Stores,Department Stores,Peters of Kensington,\bpeters\s?of\s?(knsngts|kensington)|\bpeterskensi\b,
Shopping,Department Stores,Department Stores,Department Stores,\bselfridges\b,
Shopping,Department Stores,Department Stores,Westfield,\bwestfield\b,\bguess\b|hush\s?puppies?
Shopping,Department Stores,Department Stores,Wish,\bwish\s?com\b|paypal\swish,
Shopping,Department Stores,Department Stores,Costco,\bcostco\b|\bcostco\swholesale\b,\bcostco\sfuel\b|costco\sgas
Shopping,Department Stores,Department Stores,Supercentre,\bqsupercentre\b,
Shopping,Department Stores,Department Stores,Supa Centa,supa\s?centa,mr\sand\smrs\sjones|toys\sr\sus|robins\skitchen
Shopping,Department Stores,Discount Department Stores,Overstock Plus,overstock plus,
Shopping,Department Stores,Discount Department Stores,Banggood Store,banggood\b,
Shopping,Department Stores,Discount Department Stores,Dollar Store,dollar\sking,
Shopping,Department Stores,Discount Department Stores,Dollar Store,dollar\stree,
Shopping,Department Stores,Discount Department Stores,Hot Dollar,hot\sdollar,
Shopping,Department Stores,Discount Department Stores,Kmart,kmartaust,
Shopping,Department Stores,Discount Department Stores,Kmart,\bk\s?mart\b,k\s?mart\s?(auto|tyre)
Shopping,Department Stores,Discount Department Stores,Target,\btargetc?\b,
Shopping,Department Stores,Discount Department Stores,Thrift Shop,thrift\sshop|\bdiscount\sbazaar\b,
Shopping,Department Stores,Discount Department Stores,Ozsle,ozsale\b|ozsalepty,
Shopping,Department Stores,Discount Department Stores,Red Dot,red\sdot,\bred\sdot\sstudios\b|\btaylored\sdots\b
Shopping,Department Stores,Discount Department Stores,Reject Store,reject\sshop,
Shopping,Department Stores,Discount Department Stores,Scoopon,scoopon,
Shopping,Department Stores,Online Marketplaces,Amazon,\bamznprime\b|\bamazon\seu\sprime\b|\bamazon\suk\sprime\b|\bamazon\sit\sprime\b|\bamazon\sca\sprime\b|amazon(\s)?prime|amznprimeau|amzn mktp,
Shopping,Department Stores,Online Marketplaces,Wish,wish,
Shopping,Department Stores,Online Marketplaces,Alibaba Marketp,alibaba\scom,
Shopping,Department Stores,Online Marketplaces,Aliexpress,aliexpress,
Shopping,Department Stores,Online Marketplaces,Amazon,\bamazon(com|\s?mktplace)?|amzn\s?com\s?bill|amzn\.com\s?bill|\bamzn\sdigital\b|\bamznprimeau\b|amznprimeau|amzn mktp,\bamazonia\sprotein\b|\bamznprime\b|\bamazon\scomreimburs\b|\bthe\samazon\sbasin\b|\bwine\spartners\sof\samazon\b |\bbat\sfm\samazon\b|\bkindle\b|\bairpot2\b|\bozforex\b|\bamazonwebser\b|\baws.ama.*|\baws\b|\bamazon\b.*\bweb\b|\bamazing\samazon\b|\bamazon\smedia\b|invest|beauty|(\d|x|\b|_|\w)rent(\d|x|\b|_|\w)
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bcash\s?reward\b|\bcash\s?rewards\b|\bcash\s?rewatd,
Shopping,Department Stores,Online Marketplaces,Catch of the Day,catchcomau,
Shopping,Department Stores,Online Marketplaces,Catch of the Day,catch\s?of|catch\s?o\s?day|\bcatch\b.*\bmulgrave|catchmulgra,blue\s?se|go\s?catch|catchment|catchup|seafo|wild\scatch|pelicans|ocean|eyecatchers|catch\s?up|pirates|training|lively|top\s?catch|fish|big\s?catch|pacific|restaurant|catchpole|catcher|catchthat|poseidon|boat|\bgrocery\b
Shopping,Department Stores,Online Marketplaces,Clickbank,clickbank\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bcrazysales\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bcudo\b|cudopty,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,dealsdirect|deals\s?direct,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bdhgate\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bebay\b,atm\s?(op|w(ith)?d).*fee|clothes|massage
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\betsy\b,petbarn
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,thefancy\s.com|thefancy\s?com,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bfishpond\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,flatmates\scom(\sau)?,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,gearbest,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,auction sniper,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bgmarket\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bgraysnswpty\b|\bgraysonline\b|\bgrays\b,\bgrays\sbridge\b|\bgrays\spoint\b
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bgroupon(au)?\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,\bgumtree(aust|\b),
Shopping,Department Stores,Online Marketplaces,Indiegogo,indiegogo,
Shopping,Department Stores,Online Marketplaces,KickStarter,\bkickstarter\b,
Shopping,Department Stores,Online Marketplaces,Living Social,\bliving\s?social\b,
Shopping,Department Stores,Online Marketplaces,Newfrog,newfrog,
Shopping,Department Stores,Online Marketplaces,Real Smart,.*realsmartco\b,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,shoppingsq,
Shopping,Department Stores,Online Marketplaces,Online Marketplaces,teacherspay\b,
Shopping,Department Stores,Online Marketplaces,Shopify,\bshopifychargecom\b|\bshopify\b|shopifyco,
Donations,Donations,Charity,Paypal Giving,paypalgivin,
Donations,Donations,Charity,Paypal Giving,paypal givin,
Donations,Donations,Church,Church,offering,
Donations,Donations,Church,Church,tithe.ly,
Donations,Donations,Charity,Church,church of christ,
Donations,Donations,Charity,Movember,movember,
Donations,Donations,Charity,Compassion,compassion,
Shopping,Electronics,Computers Retailers,Apple,\b(macbook|apple)\b,\bmwave\b|\blime\sapple\b|coffee\sapple|jazz\sapple\skitchen|green\sapple\sgourmet|happy\sapple\sfoodwork|sweet\sapple|\btree\smedical\b|\bsingapore\scaffe\b|(\d|x|\b|_|\w)rent(\d|x|\b|_|\w|)|\bgolden\sapple\b|\bcandied\sapple\spast\b|\bbig\sapple\scafe\b|\bcafe\b|\bbar\b|\bbakery\b|\bwellness\b|\bpie\b|\bwellness\b|\bred\sapple\b|\btree\b|\bproperty\b|\bthai\b|\bscaunich\b|\bit\s?unes\b
Shopping,Electronics,Computers Retailers,Dick Smith,dick\s?smith,
Shopping,Electronics,Computers Retailers,Digitel,digitel,
Shopping,Electronics,Computers Retailers,Eselpty,eselpty\b,
Shopping,Electronics,Computers Retailers,Computers Retailers,computer|notebook\sdepot|\bjw\scomptrs\b,computershare|security|\bcomputer\s(parts?|repairs?)\b
Shopping,Electronics,Computers Retailers,Computers Retailers,\blenovo(austr)?\b,
Shopping,Electronics,Computers Retailers,Microsoft,microsoft|\boffice\s365\b,
Shopping,Electronics,Computers Retailers,Mwave,\bmwave\b,
Shopping,Electronics,Computers Retailers,Computers Retailers,\bnext\sbyte\b,
Shopping,Electronics,Computers Retailers,Computers Retailers,ozbenterpri,
Shopping,Electronics,Computers Retailers,Computers Retailers,pc\scase\sgear,
Shopping,Electronics,Computers Retailers,Computers Retailers,\bquickbooks\b,
Shopping,Electronics,Computers Retailers,Rakuten Reta,rakuten kobo,
Shopping,Electronics,Computers Retailers,Ubertech Reta,ubertech\b,
Shopping,Electronics,Home Entertainment Retailers,Harvey Norman,harvey\s?norman,
Shopping,Electronics,Home Entertainment Retailers,JBHIFI,jb\s?(hi|home|lakeside|indooro),
Shopping,Electronics,Home Entertainment Retailers,Kogan,kgelectroni\b,
Shopping,Electronics,Home Entertainment Retailers,Kogan,\bkogan\b,\bkogan\smobile\b
Shopping,Electronics,Household Appliances Retailers,Household Appliances Retailers,2nds\s?world,
Shopping,Electronics,Household Appliances Retailers,Household Appliances Retailers,\banova,\bpicanova\b|\bjordanova\b|\bshapranova\b|\bosmanova\b|\banova\selectrical\b|\bgabdrakhmanova\b|\byordanova\b|\bvanovagi\b|\bhiermanova\b|\bellanova\b|\bcasanova\b|\bterranova\b|\bprodermanova.*|\bvillanova\b|\bsupanova\b|\belloumanova\b|\bvilanova\b
Shopping,Electronics,Household Appliances Retailers,Household Appliances Retailers,\bappliances\sonline\b,
Shopping,Electronics,Household Appliances Retailers,Bing Lee,bing\s?lee,
Shopping,Electronics,Household Appliances Retailers,Dyson,\bdyson\b,
Shopping,Electronics,Household Appliances Retailers,Household Appliances Retailers,appliance|\bfridge(s)?\b|\bdish\s?washer\b,
Shopping,Electronics,Household Appliances Retailers,Godfreys,\bgodfreys\b,
Shopping,Electronics,Household Appliances Retailers,Hongkongtin,hongkongtin,
Shopping,Electronics,Household Appliances Retailers,Kitchenaid,\bkitchen\s?aid\b,
Shopping,Electronics,Household Appliances Retailers,Miele,\bmiele\b,
Shopping,Electronics,Household Appliances Retailers,Nespresso,nespresso,
Shopping,Electronics,Household Appliances Retailers,Sensibo,sensibo,
Shopping,Electronics,Household Appliances Retailers,Household Appliances Retailers,shenzhen(est|sh),
Shopping,Electronics,Household Appliances Retailers,Good Guys,good\s?guys,
Shopping,Electronics,Mobile Phones Retailers,Alltech ,alltech\b,\bsmalltech\b
Shopping,Electronics,Mobile Phones Retailers,Mobile Phones Retailers,\bcarphone\b,
Shopping,Electronics,Mobile Phones Retailers,Mobile Phones Retailers,eastlakese,
Shopping,Electronics,Mobile Phones Retailers,Mobile Phones Retailers,\bfone\sking\b,
Shopping,Electronics,Mobile Phones Retailers,Happytel ,happytel\sretail,
Shopping,Electronics,Mobile Phones Retailers,Mobileciti,mobileciti,
Shopping,Electronics,Mobile Phones Retailers,Mobilemate,mobilemate,
Shopping,Electronics,Mobile Phones Retailers,Mobilemonster,mobilemonster,
Shopping,Electronics,Mobile Phones Retailers,Mobilezap,mobilezap,
Shopping,Electronics,Mobile Phones Retailers,Progadgets,progadgets,
Shopping,Electronics,Music & Dvd'S Retailers,Gumroad ,gumroad\b,
Shopping,Electronics,Music & Dvd'S Retailers,Music & Dvd'S Retailers,\bred\seye\srecords\b,
Shopping,Electronics,Music & Dvd'S Retailers,Revolve ,revolve\srecord,
Shopping,Electronics,Music & Dvd'S Retailers,Sanity ,sanity\smus,
Shopping,Electronics,Music & Dvd'S Retailers,Video ,video\sezy,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\badafruit\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\baukey\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,ausreseller\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,auziselling\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\bcygnett\b|\bcygnettptyl\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\bwww\s?dji\s?com\b|\bdji\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,electronics|\bgadget\b|\bcamera\b|\bhome\sand\soffice\selectr\b|\bcanon\b.*\blens\b,\bcamera\s?assistant
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\bhypop\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\bjaycar\selectronics\b|jaycar,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,mst\stechnology,
Shopping,Electronics,Other Electronics Retailers,Samsung,\bsamsung\b,
Shopping,Electronics,Other Electronics Retailers,Other Electronics Retailers,\bteds\scamera(s)?\b|\btedscameras\b|.*tedscameras\b,
Shopping,Electronics,Other Electronics Retailers,Utekpacific Retailer,utekpacific\b,
Fun,Electronics,Videogame Retailers,Blizzard Reta,blizzard\b,
Fun,Electronics,Videogame Retailers,Minecraft,minecraft,
Fun,Electronics,Videogame Retailers,Videogame Retailers,\beb\sgames\b,\bwow|healthy\sminds
Fun,Electronics,Videogame Retailers,Videogame Retailers,g2acom,
Fun,Electronics,Videogame Retailers,Videogame Retailers,humblebundl\b,
Fun,Electronics,Videogame Retailers,Videogame Retailers,\bnautilus(\s)?mobile\b,
Fun,Electronics,Videogame Retailers,Videogame Retailers,playsta,
Fun,Electronics,Videogame Retailers,Steam,steam\s?(power|games),
Fun,Electronics,Videogame Retailers,Videogame Retailers,\bucool\b,
Fun,Electronics,Videogame Retailers,Videogame Retailers,\bxbite\b,
Fun,Electronics,Videogame Retailers,Videogame Retailers,\bxbox\slive\b,
Eating Out,F&B venues,Cafes,A Casual Bite,a casual bite,
Eating Out,F&B venues,Cafes,Espresso,espresso,
Eating Out,F&B venues,Cafes,Cafe,b & l laurella,
Eating Out,F&B venues,Cafes,Cafe,lake eacham tourist,
Eating Out,F&B venues,Cafes,Dining and Co,the dining,
Eating Out,F&B venues,Cafes,Cafe,18\sgram,
Eating Out,F&B venues,Cafes,Cafe,22\sgrams,
Eating Out,F&B venues,Cafes,Cafe,7\sgrams,
Eating Out,F&B venues,Cafes,Cafe,\badriano\szumbo\b,
Eating Out,F&B venues,Cafes,Cafe,\ballpres(s)?\sespres(s)?o\b,
Eating Out,F&B venues,Cafes,Cafe,aroma\s?e(x|s)presso,
Eating Out,F&B venues,Cafes,Cafe,\bbacina\sbar\b|\bbacino\sbar\b,
Eating Out,F&B venues,Cafes,Cafe,\bbakehouse\b|\bbkhse\b,bazzas|sunny|lynbrook|north\send|carbys|shepards|banjos|mini\smart|north\send|bam\sbam
Eating Out,F&B venues,Cafes,Cafe,\bbanjos\b,
Eating Out,F&B venues,Cafes,Cafe,bar\smerlo\b,
Eating Out,F&B venues,Cafes,Cafe,\bbar\snavitas\b,
Eating Out,F&B venues,Cafes,Cafe,\bbean\sin\sthe\swoods\b,
Eating Out,F&B venues,Cafes,Cafe,\bbean\s?republic\b,
Eating Out,F&B venues,Cafes,Cafe,bean\s?squeeze,
Eating Out,F&B venues,Cafes,Cafe,black\sstar\spastry,
Eating Out,F&B venues,Cafes,Cafe,\bblack\svelvet\sgalle\b,
Eating Out,F&B venues,Cafes,Cafe,\bblackstone\sbar\s&\slng\b,
Eating Out,F&B venues,Cafes,Cafe,\bbocca\sfoods\b,
Eating Out,F&B venues,Cafes,Cafe,guild\sbookmark,
Eating Out,F&B venues,Cafes,Cafe,\bbowery\slane\b,
Eating Out,F&B venues,Cafes,Cafe,\bbrew\scollective\b,
Eating Out,F&B venues,Cafes,Cafe,brunetti,pizzetteria\sbrunetti
Eating Out,F&B venues,Cafes,Cafe,\bbruno(\s|\')?s\sbne\b,
Eating Out,F&B venues,Cafes,Cafe,the living room,
Eating Out,F&B venues,Cafes,Cafe,\bbutter\ssalt\spepper\b,
Eating Out,F&B venues,Cafes,Cafe,kelldon\spty\sltd\b,
Eating Out,F&B venues,Cafes,Cafe,\bcaffee\s?cherry\s?beans,
Eating Out,F&B venues,Cafes,Cafe,caffe\snero,
Eating Out,F&B venues,Cafes,Cafe,campos(\s)?coffee|\bcampos\b,
Eating Out,F&B venues,Cafes,Cafe,\bcaptain\sgrey\sessendon\b,
Eating Out,F&B venues,Cafes,Cafe,carte\screpes,
Eating Out,F&B venues,Cafes,Cafe,cibo\s?espresso|cibo\sworld,
Eating Out,F&B venues,Cafes,Cafe,\bcimbalino\b,
Eating Out,F&B venues,Cafes,Cafe,\bcoffeesupre\b,
Eating Out,F&B venues,Cafes,Cafe,\bcroissant\sexpress\b,
Eating Out,F&B venues,Cafes,Cafe,\bcrown\smel(bourne)?\scafe(s)\b,
Eating Out,F&B venues,Cafes,Cafe,\bdeath\sstar\scanteen\b,
Eating Out,F&B venues,Cafes,Cafe,delisse,delisserphoto
Eating Out,F&B venues,Cafes,Cafe,double\sshot\sdeakin,
Eating Out,F&B venues,Cafes,Cafe,\bdu\snord\b,\bparis\b
Eating Out,F&B venues,Cafes,Cafe,\bdome\b,
Eating Out,F&B venues,Cafes,Cafe,elements\svic\sharbour,
Eating Out,F&B venues,Cafes,Cafe,espressory,
Eating Out,F&B venues,Cafes,Cafe,\bfamish\'?d,
Eating Out,F&B venues,Cafes,Cafe,\bfeast\s?of\s?merit\b,
Eating Out,F&B venues,Cafes,Cafe,focaccino,
Eating Out,F&B venues,Cafes,Cafe,gaslight\sproject,
Eating Out,F&B venues,Cafes,Cafe,"milk\stea|\bqueens\s?park\s?shed\b|\bpure\s?sugar\b|\bpunch\s?(and|&)\s?daisy\b|\bbreakfast\b|\bbarista\b|grandmas\s(at|kiwi)|grandmas.*alexandri|\bbite\s?to\s?eat\bmp\strading\saustralia\b|\baustralasian\sholdings\sbondi\b|\bevriparas\b|\bburning(\s)?pines\b|\bfederal\sstore\b
|cappuccino|pancake|\bjkl\sgroup\saust\b|\bfratelli\s?bridge\s?st(reet)?\b|\bnourish\skitchen\b|\bespresso\b|\bmecca\s?alexandria|\bmecca\?harris|\bespres|\bcaf(f)?e\b|cafes?|\bbrekky\b|\bbrekkie\b|\bbrunch\b|coffe(ehouse)?|\bchocolate\s?cafe\b|\bespr(e)?\b|\bespresso\b|\bartificer\sspecialty(qps)?\b|\bgertrude\salice\b|\bhungry\sbull\b|\bhuxton(s)?\sat\sbronte\b|\bmarlowes\sway\b|\bcaffetteria|brickfields|fouratefive|kepos\s?street\s?kitchen|three\s?williams|bean\s?connected|blacksmiths\s?surry|brewristas|bread\s?&\s?circus|coffee|devon\s?on\s?danks|creperie|john\s?smith|john\s?montagu|kafeine|marlowes\s?way|meet\s?gerard|meggykenny|mondo\s?kitchen|abc\s?kitchen|mentmore\s?and\s?morley|paulas\s?wolli|rustic\s?pearl|dutch\s?smuggler|roasters|piccolo\s?me|rabbit\s?hole|welcome\s?dose|barista|oratnek|henry\s?lee\s?s|cornersmith|bitton\s?pty|tapeo\s?international|ash\s?dennis|edition\s?darl|marpas\s?way|bel\s?fiore|\bone\snourished\slife\b|bean\s?berry|blaq\s?piq|\bhikari\s?hospitality\b|\bso\s?pty\s?ltd|\bshuk\b.*\bbondi|\bchapter\sone\b|\bcharge\sspot\b|\ba\sman\sand\shis\s(monkey|monkeqps)\b|\bavenue\son\sgeorge\b|\bbay\smiddlemiss\sst\b|\bcross\seatery\b|\bflour\sdrum\b|\bfolk\skiosk\b|\bhouli\scorporation\b|\bantidote\sthe\sstar\b|\bdragonyear\b|\bduliban\b|\beighthirty\shigh\b|\bhigh\sst\ssociety\b|\blittle evie\b|\blittle\sme\b|\bzenja\b|\bedition\sdarlinghu|\bmissing\spiece\b|\btucker\s?australian\s?food\b|ferris devaney holding redfern|\bsarkar\ssarker\scaf",zarr?affas|do(ugh)?nut|baker|stellarossa|atm\s?(op|w(ith)?d).*fee|bread|nespresso|invest|cateri|chicken|\bbreakfast poi.*|\bmcafee\b|coffee\sapple|\bpet(s)?\b|coffee\s?machine|jetblack\s?espresso|\bbreakfast cre.*|\bpizza\sbar\b
